"Table 9. Heroin Use in the Past Year, by Age Group and State: Percentages, Annual Averages Based on 2018 and 2019 NSDUHs  ",,,,,,,,,,,,,,,,
"NOTE: State and census region estimates, along with the 95 percent Bayesian confidence (credible) intervals, are based on a survey-weighted hierarchical Bayes estimation approach and generated by Markov Chain Monte Carlo techniques. For the ""Total U.S."" row, design-based (direct) estimates and corresponding 95 percent confidence intervals are given.",,,,,,,,,,,,,,,,
"NOTE: The column labeled ""Order"" can be used to sort the data to the original sort order.",,,,,,,,,,,,,,,,
"Source: SAMHSA, Center for Behavioral Health Statistics and Quality, National Survey on Drug Use and Health, 2018 and 2019.",,,,,,,,,,,,,,,,
Order,State,"12 or Older Estimate","12 or Older 95% CI (Lower)","12 or Older 95% CI (Upper)","12-17 Estimate","12-17 95% CI (Lower)","12-17 95% CI (Upper)","18-25 Estimate","18-25 95% CI (Lower)","18-25 95% CI (Upper)","26 or Older Estimate","26 or Older 95% CI (Lower)","26 or Older 95% CI (Upper)","18 or Older Estimate","18 or Older 95% CI (Lower)","18 or Older 95% CI (Upper)"
35,New Hampshire,0.30%,0.15%,0.58%,0.03%,0.01%,0.15%,0.52%,0.27%,1.03%,0.29%,0.13%,0.64%,0.32%,0.16%,0.63%
36,New Jersey,0.41%,0.21%,0.80%,0.02%,0.00%,0.10%,0.40%,0.21%,0.74%,0.45%,0.21%,0.95%,0.44%,0.22%,0.88%
37,New Mexico,0.30%,0.14%,0.61%,0.01%,0.00%,0.09%,0.34%,0.17%,0.69%,0.32%,0.14%,0.73%,0.32%,0.16%,0.68%
38,New York,0.30%,0.16%,0.55%,0.02%,0.00%,0.10%,0.32%,0.18%,0.57%,0.32%,0.16%,0.65%,0.32%,0.17%,0.60%
39,North Carolina,0.28%,0.15%,0.52%,0.02%,0.00%,0.15%,0.37%,0.21%,0.67%,0.29%,0.15%,0.60%,0.31%,0.16%,0.57%
40,North Dakota,0.31%,0.15%,0.63%,0.03%,0.01%,0.15%,0.41%,0.21%,0.80%,0.32%,0.13%,0.76%,0.33%,0.16%,0.70%
41,Ohio,0.35%,0.20%,0.61%,0.04%,0.01%,0.15%,0.42%,0.24%,0.71%,0.38%,0.20%,0.70%,0.38%,0.22%,0.67%
42,Oklahoma,0.27%,0.13%,0.54%,0.03%,0.01%,0.12%,0.37%,0.19%,0.72%,0.28%,0.12%,0.65%,0.29%,0.14%,0.60%
43,Oregon,0.48%,0.25%,0.92%,0.03%,0.01%,0.15%,0.46%,0.24%,0.86%,0.52%,0.25%,1.08%,0.52%,0.27%,1.00%
44,Pennsylvania,0.41%,0.23%,0.72%,0.02%,0.00%,0.10%,0.70%,0.41%,1.20%,0.40%,0.20%,0.81%,0.44%,0.25%,0.79%
45,Rhode Island,0.35%,0.16%,0.78%,0.04%,0.01%,0.18%,0.36%,0.17%,0.77%,0.38%,0.15%,0.95%,0.37%,0.16%,0.85%
46,South Carolina,0.19%,0.09%,0.41%,0.03%,0.01%,0.12%,0.31%,0.16%,0.64%,0.19%,0.08%,0.46%,0.21%,0.09%,0.45%
47,South Dakota,0.24%,0.11%,0.51%,0.03%,0.01%,0.13%,0.33%,0.16%,0.71%,0.25%,0.10%,0.62%,0.26%,0.12%,0.57%
48,Tennessee,0.30%,0.15%,0.60%,0.02%,0.00%,0.13%,0.52%,0.27%,1.01%,0.30%,0.13%,0.68%,0.33%,0.17%,0.65%
49,Texas,0.15%,0.08%,0.29%,0.01%,0.00%,0.09%,0.22%,0.12%,0.39%,0.15%,0.07%,0.34%,0.16%,0.08%,0.32%
50,Utah,0.26%,0.13%,0.53%,0.02%,0.00%,0.12%,0.28%,0.13%,0.57%,0.30%,0.13%,0.69%,0.30%,0.15%,0.61%
51,Vermont,0.54%,0.27%,1.11%,0.05%,0.01%,0.21%,0.56%,0.28%,1.12%,0.59%,0.26%,1.32%,0.59%,0.28%,1.20%
52,Virginia,0.26%,0.14%,0.50%,0.02%,0.00%,0.32%,0.33%,0.17%,0.62%,0.28%,0.13%,0.58%,0.28%,0.15%,0.55%
53,Washington,0.36%,0.17%,0.72%,0.03%,0.01%,0.11%,0.40%,0.20%,0.78%,0.38%,0.17%,0.85%,0.39%,0.19%,0.79%
54,West Virginia,0.35%,0.17%,0.71%,0.03%,0.00%,0.28%,0.52%,0.27%,0.98%,0.36%,0.16%,0.81%,0.38%,0.19%,0.77%
55,Wisconsin,0.34%,0.17%,0.67%,0.03%,0.01%,0.13%,0.49%,0.26%,0.93%,0.35%,0.16%,0.78%,0.37%,0.19%,0.74%
56,Wyoming,0.28%,0.14%,0.55%,0.04%,0.01%,0.17%,0.45%,0.24%,0.86%,0.28%,0.12%,0.64%,0.30%,0.15%,0.61%
